nick,title,hour,date_posted,num_replys,find_helpful,awarded,num_user_products,content_text,user_reviews_cursor
16293029,推荐,"['总时数', '30.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,很好,AoJ4h7+q1psDe4r6tgY=
1247057020,推荐,"['总时数', '29.9', '小时']",,0,1 人觉得这篇评测有价值				0,0,帐户内拥有 3  项产品,好,AoJ4q+O/oJsDdPTUrwY=
凡俗皆吾爱,推荐,"['总时数', '61.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 16  项产品,good,AoJ4q+O/oJsDdPTUrwY=
748638665,推荐,"['总时数', '33.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩,AoJ4q+O/oJsDdPTUrwY=
joking king,推荐,"['总时数', '79.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 56  项产品,好玩,AoJ4q+O/oJsDdPTUrwY=
renlei_0808,推荐,"['总时数', '33.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,可玩性特别强非常符合西游记国产游戏之光,AoJ4q+O/oJsDdPTUrwY=
好人亨利,推荐,"['总时数', '48.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 73  项产品,最后2章真的水,AoJ40JCfoJsDfYbQrwY=
1705654688,推荐,"['总时数', '31.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 17  项产品,好玩 ,AoJ40JCfoJsDfYbQrwY=
丷微醺丨,不推荐,"['总时数', '16.7', '小时']",,0,1 人觉得这篇评测有价值有 1 人觉得这篇评测很欢乐				0,0,,游戏做的本来故事挺好，画质也很不错。但是boss难度比较高。还不能调难度。boss打不过，你就只能卡进度。靠着boss打不过强行提升游戏的时间吗这是？ boss伤害2-3个技能没躲过去，人就没了。,AoJ40JCfoJsDfYbQrwY=
jnfmryos232,推荐,"['总时数', '35.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,good,AoJ40JCfoJsDfYbQrwY=
dwgbush,推荐,"['总时数', '106.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,,AoJ40JCfoJsDfYbQrwY=
国一龙,推荐,"['总时数', '31.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 49  项产品,好评，就是隐藏boss不好找,AoJ40JCfoJsDfYbQrwY=
yelan520_2024,推荐,"['总时数', '31.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩,AoJ40JCfoJsDfYbQrwY=
orz,推荐,"['总时数', '36.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 87  项产品,终于通关了，第6章属实有点敷衍了，不过最后打大圣太爽啦。,AoJ40JCfoJsDfYbQrwY=
347442817,推荐,"['总时数', '50.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 37  项产品,作为斗战神的老玩家，必须推荐，第一次PS5上玩的，PC再支持一份，虽然第二次玩已经没有第一次的那种震撼和感动了，不过可以让我抛开滤镜重新审视一遍这个游戏，整体还是灰常不错的，但是总感觉故事写的没有斗战神那么精彩饱满，赶紧出DLC给我补全了！,AoJ40JCfoJsDfYbQrwY=
我本天上仙 问题先找我,推荐,"['总时数', '333.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 1 项产品,自由性高，游戏好玩,AoJ40JCfoJsDfYbQrwY=
jyh12211221,推荐,"['总时数', '12.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 31  项产品,好玩,AoJ4jPL4n5sDdJbLrwY=
小钻风,不推荐,"['总时数', '31.8', '小时']",,0,尚未有人觉得这篇评测有价值有 2 人觉得这篇评测很欢乐				0,0,帐户内拥有 11  项产品,太难了,AoJ4jPL4n5sDdJbLrwY=
羁鸟114514,推荐,"['总时数', '5.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 22  项产品,HAOWAN,AoJ4jPL4n5sDdJbLrwY=
a you n g,推荐,"['总时数', '20.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 67  项产品,佳作 ,AoJ4jPL4n5sDdJbLrwY=
1774061189,推荐,"['总时数', '167.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 11  项产品,动作流畅，打击手感好。国产游戏的第一位大学生，期待后续的DLC。,AoJ4jPL4n5sDdJbLrwY=
HE-IZI,推荐,"['总时数', '65.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 47  项产品,NB666 ,AoJ4jPL4n5sDdJbLrwY=
LanRunning,推荐,"['总时数', '127.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 40  项产品,有心,AoJ4jPL4n5sDdJbLrwY=
3083005491,推荐,"['总时数', '46.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 17  项产品,其实感觉一般,AoJ4jPL4n5sDdJbLrwY=
61332990,推荐,"['总时数', '132.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩已经通关~,AoJ4jPL4n5sDdJbLrwY=
灰机少校,推荐,"['总时数', '330.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,good,AoJ4jPL4n5sDdJbLrwY=
dj,推荐,"['总时数', '24.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 5  项产品,顶级,AoJwts3dn5sDcYfIrwY=
810716601,推荐,"['总时数', '51.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好,AoJwts3dn5sDcYfIrwY=
1062870193,推荐,"['总时数', '46.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,边摸索边查找攻略 还是很好打的,AoJwts3dn5sDcYfIrwY=
ilovezyk,推荐,"['总时数', '20.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 11  项产品,好难,AoJwts3dn5sDcYfIrwY=
284779536,推荐,"['总时数', '107.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,很好玩，情节和细节都很好,AoJwts3dn5sDcYfIrwY=
小满爱吹风,推荐,"['总时数', '151.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 34  项产品,非常nice ,AoJwts3dn5sDcYfIrwY=
吴一鸣,推荐,"['总时数', '176.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 284  项产品,国产佳作开创者,AoJwts3dn5sDcYfIrwY=
zrq,不推荐,"['总时数', '7.8', '小时']",,0,1 人觉得这篇评测有价值有 1 人觉得这篇评测很欢乐				0,0,,画面、音乐、文化底蕴都不错，但是对新手不友好，建议官方添加多种难度设置，手残党真的没体验感。,AoJwts3dn5sDcYfIrwY=
爱国需要理由吗？,推荐,"['总时数', '47.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 20  项产品,好玩，剧情张力很足，boss设计也不错，就是一些大型boss的战斗有些瑕疵,AoJwts3dn5sDcYfIrwY=
SKY0452,推荐,"['总时数', '68.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 17  项产品,赶紧出DLC   我要打女儿国,AoJwts3dn5sDcYfIrwY=
Anata,推荐,"['总时数', '56.3', '小时']",,0,1 人觉得这篇评测有价值				0,0,帐户内拥有 44  项产品,非常不错的游戏 那些因为觉得难度大而差评的 这么建议直接截肢 或者建议去医院挂个号,AoJwlbyTn5sDcqC/rwY=
承诺,推荐,"['总时数', '116.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 35  项产品,好玩捏,AoJwlbyTn5sDcqC/rwY=
iloveyouso,推荐,"['总时数', '46.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 10  项产品,沉浸的配乐，宏大的画面，孤独的天命人面对三界大千，也有种孤独怅寥廓的悠扬,AoJwlbyTn5sDcqC/rwY=
草泥鼠,推荐,"['总时数', '81.4', '小时']",,0,1 人觉得这篇评测有价值				0,0,,good,AoJwlbyTn5sDcqC/rwY=
椎名真昼,推荐,"['总时数', '112.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 50  项产品,emmmm 第一个打通关全成就的游戏 深厚的底蕴文化做背景 优秀的动作机制和美术风格..........不说了 我要打三周目了！,AoJwlbyTn5sDcqC/rwY=
651117424,推荐,"['总时数', '182.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,操作爽快、剧情紧凑，不晕视角，简直完美！对比了其他游戏，不得不说还是中国味的游戏适合我,AoJwlbyTn5sDcqC/rwY=
yipman33,推荐,"['总时数', '55.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,不错，国产第一个单机游戏，支持一下。,AoJwlbyTn5sDcqC/rwY=
m13382679022,推荐,"['总时数', '18.2', '小时']",,0,1 人觉得这篇评测有价值				0,0,帐户内拥有 37  项产品,tbhw,AoJwlbyTn5sDcqC/rwY=
Hanbao,推荐,"['总时数', '73.8', '小时']",,1,1 人觉得这篇评测有价值				0,0,,这个👍,AoJwlbyTn5sDcqC/rwY=
bdcsdc,推荐,"['总时数', '70.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 67  项产品,111,AoJwlbyTn5sDcqC/rwY=
975782477,不推荐,"['总时数', '7.1', '小时']",,0,1 人觉得这篇评测有价值有 1 人觉得这篇评测很欢乐				0,0,帐户内拥有 4  项产品,呸,AoJ4l46snpsDfJSvrwY=
nuannuanyigewen,推荐,"['总时数', '7.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,支持国产，非常好玩,AoJ4l46snpsDfJSvrwY=
我有个洗脚梦,推荐,"['总时数', '99.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 23  项产品,这他娘的才叫年度最佳,AoJ4l46snpsDfJSvrwY=
HuiGe98,推荐,"['总时数', '105.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 15  项产品,好玩，爱玩，多玩,AoJ4l46snpsDfJSvrwY=
苍华影,推荐,"['总时数', '143.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 178  项产品,艺术,AoJ4l46snpsDfJSvrwY=
记忆是痛苦的根源,推荐,"['总时数', '40.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 42  项产品,太好玩了,AoJ4l46snpsDfJSvrwY=
chris,推荐,"['总时数', '58.1', '小时']",,0,尚未有人觉得这篇评测有价值有 1 人觉得这篇评测很欢乐				0,0,帐户内拥有 72  项产品,可以的,AoJ4l46snpsDfJSvrwY=
Pangpang,推荐,"['总时数', '42.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 124  项产品,简直是艺术品,AoJ4l46snpsDfJSvrwY=
旋转陀螺展博,推荐,"['总时数', '154.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 29  项产品,《未竟》,AoJ4l46snpsDfJSvrwY=
NoTime,推荐,"['总时数', '71.1', '小时']",,0,1 人觉得这篇评测有价值				0,0,帐户内拥有 28  项产品,从不写评论，第一次给黑猴了，后面2章，感觉没有前面做的好，但不影响整体质量，玩法和画面，故事，影神图故事细节，每一章结束动画都很用心，以及BGM都很一流，难度适中，作为国产游戏，个人认为是国产之光了，强烈推荐！好评！好评！,AoJ4l46snpsDfJSvrwY=
Natus Vincere  本·关谷,推荐,"['总时数', '11.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 31  项产品,推荐兄弟们，建议2个小时开风灵月影速推,AoJ4zseFnpsDeaCorwY=
Lavender,推荐,"['总时数', '43.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 15  项产品,伟大无需多言,AoJ4zseFnpsDeaCorwY=
她.海.日落和夏天,推荐,"['总时数', '30.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,推荐，期待很久了,AoJ4zseFnpsDeaCorwY=
苏六六,推荐,"['总时数', '86.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,第一个大学生 值得 ,AoJ4zseFnpsDeaCorwY=
鱼有希,推荐,"['总时数', '8.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 58  项产品,踏上取经路比抵达灵山更重要,AoJ4zseFnpsDeaCorwY=
海绵卜卜,不推荐,"['总时数', '89.8', '小时']",,0,有 8 人觉得这篇评测有价值有 1 人觉得这篇评测很欢乐				0,0,,游戏里的粪怪居多，一堆霸体，骗刀，技能零帧起手。火焰山和花果山这两章做的就是一坨史，很明显制作组做到后面不想做了，流程越做越少，地图越做越小，还有这树都飞天上去了，只能说后面让我太失望了，10分满分只能给个7分。,AoJ4zseFnpsDeaCorwY=
13524678516,推荐,"['总时数', '113.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,难易程度适中，做工实在太精美了,AoJ4zseFnpsDeaCorwY=
焦盐蛋白,不推荐,"['总时数', '83.8', '小时']",,0,1 人觉得这篇评测有价值有 2 人觉得这篇评测很欢乐				0,0,帐户内拥有 42  项产品,这是一条披着差评外衣的好评：什么时候我全成就了我再来改好评，呵呵,AoJ4zseFnpsDeaCorwY=
小王,推荐,"['总时数', '16.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 45  项产品,免费获取的产品3/4 good,AoJ4zseFnpsDeaCorwY=
皮卡大将,推荐,"['总时数', '222.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 106  项产品,特别好评毋庸置疑,AoJ4zseFnpsDeaCorwY=
26487144,推荐,"['总时数', '47.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,非常不错,AoJwhZDhnZsDfs2irwY=
AW.SkyRaker,推荐,"['总时数', '75.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 120  项产品,虽然有些BOSS设计实在是无脑，但冲美术设计和量大管饱，还是支持吧！,AoJwhZDhnZsDfs2irwY=
不会定鬼,推荐,"['总时数', '69.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩！！！,AoJwhZDhnZsDfs2irwY=
hmh6182026,推荐,"['总时数', '120.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩，画面优秀，堆料充足,AoJwhZDhnZsDfs2irwY=
栗悟饭と龟派气功,推荐,"['总时数', '13.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 30  项产品,好玩爱玩,AoJwhZDhnZsDfs2irwY=
YEARN1NG):,推荐,"['总时数', '21.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 32  项产品,111,AoJwhZDhnZsDfs2irwY=
韩大技师韩萧,推荐,"['总时数', '5.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩爱玩,AoJwhZDhnZsDfs2irwY=
Shenlamian,推荐,"['总时数', '153.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,战斗风格很美,AoJwhZDhnZsDfs2irwY=
网恋被骗一元,推荐,"['总时数', '64.2', '小时']",,1,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 42  项产品,圆自己的大圣梦,AoJwhZDhnZsDfs2irwY=
michaelmiao2014,推荐,"['总时数', '51.4', '小时']",,0,1 人觉得这篇评测有价值				0,0,,这游戏玩着有劲,AoJwhZDhnZsDfs2irwY=
syh36,推荐,"['总时数', '10.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,good good,AoJw65aqnZsDdY2crwY=
Soak,不推荐,"['总时数', '19.7', '小时']",,0,1 人觉得这篇评测有价值有 2 人觉得这篇评测很欢乐				0,0,帐户内拥有 138  项产品,LJ,AoJw65aqnZsDdY2crwY=
wangnan16,推荐,"['总时数', '88.9', '小时']",,0,1 人觉得这篇评测有价值				0,0,,国产之光,AoJw65aqnZsDdY2crwY=
让我睡一天吧,推荐,"['总时数', '24.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 6  项产品,很好,AoJw65aqnZsDdY2crwY=
牛肉水饺,推荐,"['总时数', '217.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 50  项产品,好玩，好玩，好玩,AoJw65aqnZsDdY2crwY=
1756147423,推荐,"['总时数', '21.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,111,AoJw65aqnZsDdY2crwY=
755788743,推荐,"['总时数', '7.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,牛逼666,AoJw65aqnZsDdY2crwY=
魂梦相连,推荐,"['总时数', '55.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 65  项产品,玩的爽,AoJw65aqnZsDdY2crwY=
无暇楔,推荐,"['总时数', '31.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 23  项产品,29时 路路劫难 好游戏,AoJw65aqnZsDdY2crwY=
极端旋转木马,推荐,"['总时数', '50.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 23  项产品,最棒的游戏,AoJw65aqnZsDdY2crwY=
伊苏林迪竹节虫,推荐,"['总时数', '77.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,外国游戏里找不到的中国式浪漫和情怀，缺点其实也不少，尤其最后两章太赶导致整体完成度出了问题。,AoJ4tKOJnZsDetKYrwY=
cells,推荐,"['总时数', '149.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 75  项产品,有一些诸如见切手感不够好等的问题，不过瑕不掩瑜，制作组也非常关注玩家的声音，相当不错的游戏,AoJ4tKOJnZsDetKYrwY=
Uz.,推荐,"['总时数', '100.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,依旧未来可期 虽然确实有很多赶工的地方还要打磨的地方 但是全局游戏体验是很好的 它配得上它的名气 也成为了我的动作游戏入门作 我喜欢你,AoJ4tKOJnZsDetKYrwY=
chrat,推荐,"['总时数', '8.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,屌 ,AoJ4tKOJnZsDetKYrwY=
68568728,推荐,"['总时数', '49.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,56玩6ytesary,AoJ4tKOJnZsDetKYrwY=
orange_FAT,推荐,"['总时数', '168.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 7  项产品,hfcfghcgfcv ,AoJ4tKOJnZsDetKYrwY=
singleplanet,推荐,"['总时数', '88.0', '小时']",,0,1 人觉得这篇评测有价值有 1 人觉得这篇评测很欢乐				0,0,帐户内拥有 46  项产品,确实被恶心到了，但给差评又不合适，只能说任重道远，继续加油吧美术超一流，剧情一流，配乐一流，特效一流，战斗不行，只认可杨戬，大部分一般，粪怪纯纯浪费时间，小猴子本身战斗设定也玩得不舒服，动作拖泥带水，前后摇太长个人建议云一便剧情基本上就把最精华的体验了，玩之前神游100分，玩之后70分，恨不得把负责战斗设计的开了,AoJ4tKOJnZsDetKYrwY=
茉莉,推荐,"['总时数', '108.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 9  项产品,没得说,AoJ4tKOJnZsDetKYrwY=
2594181622,推荐,"['总时数', '17.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,用VR玩更有代入感，场景建模如同旅游模拟器,AoJ4tKOJnZsDetKYrwY=
耗子尾汁,推荐,"['总时数', '134.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,豪玩捏。,AoJ4tKOJnZsDetKYrwY=
realy?,推荐,"['总时数', '109.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 5  项产品,心好累，但是很上瘾,AoJ45ZrPnJsDcfqSrwY=
还有高手？,推荐,"['总时数', '232.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 4  项产品,0000000000000000000000000000000,AoJ45ZrPnJsDcfqSrwY=
3522762708,推荐,"['总时数', '127.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,史诗级的剧情和配乐，写实主义美术风格令人陶醉其中，角色道具设计精良，采用了中国古代文物样式和大量文化遗址去设计互动场景。并且每套披挂和武器都经过精心设计，非常耐看。除此之外，战斗系统也非常完美，玩家可以派生出各式各样的招式和化解攻击的方法。不足的是黑神话悟空不是一个完全体，希望dlc能不辜负玩家的期待,AoJ45ZrPnJsDcfqSrwY=
夜游,推荐,"['总时数', '37.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 23  项产品,天命人,AoJ45ZrPnJsDcfqSrwY=
2414424910,推荐,"['总时数', '3.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩 ,AoJ45ZrPnJsDcfqSrwY=
零元购启动器,推荐,"['总时数', '82.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 61  项产品,好游戏，推荐游玩。扣分项有两点，整体剧情不完整留白太多，讲故事不能靠DLC来补充完善，其它改编的部分尚可。地图设计方面有待加强，重点批评最后一张花果山地图，太敷衍了。,AoJ45ZrPnJsDcfqSrwY=
plapony,推荐,"['总时数', '20.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 126  项产品,神中神，哪怕是我这种对跑图过剧情无感的也可以下个存档爽爽打bossrush,AoJ45ZrPnJsDcfqSrwY=
你很紧 张,推荐,"['总时数', '42.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 37  项产品,国产魂游 ,AoJ45ZrPnJsDcfqSrwY=
1982289318,推荐,"['总时数', '97.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,国产3A神作。个人很喜欢。可惜有点手残,AoJ45ZrPnJsDcfqSrwY=
故渊,推荐,"['总时数', '157.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 23  项产品,世界上最好玩的游戏 ,AoJ45ZrPnJsDcfqSrwY=
九五,推荐,"['总时数', '44.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,免费获取的产品好玩,AoJw2aTXm5sDcNaCrwY=
霸气灬凌云,推荐,"['总时数', '15.4', '小时']",,0,有 2 人觉得这篇评测有价值				0,0,,任务指引没有，进地图就跟无头苍蝇一样到处乱跑！~,AoJw2aTXm5sDcNaCrwY=
1850435342,推荐,"['总时数', '9.5', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 3  项产品,haow,AoJw2aTXm5sDcNaCrwY=
善良的悍匪,推荐,"['总时数', '204.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 16  项产品,喜欢的理由，因为好玩；不喜欢的理由，对其他魂游没什么兴趣了！,AoJw2aTXm5sDcNaCrwY=
魅魔AK,推荐,"['总时数', '99.8', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 169  项产品,好玩，各种精魄法宝丹药可以组成很多流派，硬核党也能纯识破一路平推，风景如画，碎片式叙事让人浮想联翩演出效果更是一级美中不足：猴儿是个哑巴猴，未境章节又大有空， 一脸迷茫 但瑕不掩瑜，道具是稀有掉落的 插了一个小时的香打怪都不带掉落，这几率… ,AoJw2aTXm5sDcNaCrwY=
ZrQmInD,推荐,"['总时数', '149.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,描述这那的，简单说极其期待续作。,AoJw2aTXm5sDcNaCrwY=
林黛玉,推荐,"['总时数', '12.7', '小时']",,0,1 人觉得这篇评测有价值				1,1,帐户内拥有 5  项产品,买了好久刚开始玩，可能是之前玩过只狼和法环，打起来还是比较简单，挺好玩的,AoJw2aTXm5sDcNaCrwY=
Tom,推荐,"['总时数', '10.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,666,AoJw2aTXm5sDcNaCrwY=
laqz666,推荐,"['总时数', '80.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,,AoJw2aTXm5sDcNaCrwY=
荒涤,推荐,"['总时数', '44.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 33  项产品,不错好玩,AoJw2aTXm5sDcNaCrwY=
丶昆昆,推荐,"['总时数', '90.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,不会有人有steam却没玩过黑神话吧,AoJw5Yy0m5sDcJb9rgY=
lyg-cn,推荐,"['总时数', '156.0', '小时']",,0,1 人觉得这篇评测有价值				0,0,帐户内拥有 48  项产品,yyds,AoJw5Yy0m5sDcJb9rgY=
一氧化二蛋,推荐,"['总时数', '55.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 102  项产品,作为中国玩家，无需多言，必须满分,AoJw5Yy0m5sDcJb9rgY=
LEO,推荐,"['总时数', '63.3', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 23  项产品,全成就了有什么好说的，懂的都懂,AoJw5Yy0m5sDcJb9rgY=
随风而逝的波函数,推荐,"['总时数', '210.7', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,非常好玩,AoJw5Yy0m5sDcJb9rgY=
顾辰戾,推荐,"['总时数', '108.1', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 19  项产品,超级好玩,AoJw5Yy0m5sDcJb9rgY=
Zhang_Hansen,推荐,"['总时数', '63.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 47  项产品,好,AoJw5Yy0m5sDcJb9rgY=
Mortal,推荐,"['总时数', '96.2', '小时']",,0,1 人觉得这篇评测有价值				0,0,帐户内拥有 46  项产品,无法否认这是一部好作品,AoJw5Yy0m5sDcJb9rgY=
李嘉图,推荐,"['总时数', '45.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好玩 ,AoJw5Yy0m5sDcJb9rgY=
45678,推荐,"['总时数', '14.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 18  项产品,1,AoJw5Yy0m5sDcJb9rgY=
leihanling123,推荐,"['总时数', '39.2', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 11  项产品,好玩 ,AoJ4oqaQm5sDfun4rgY=
Ephemera.,推荐,"['总时数', '24.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,6666666,AoJ4oqaQm5sDfun4rgY=
EX咖喱棒,推荐,"['总时数', '200.6', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 58  项产品,好好好,AoJ4oqaQm5sDfun4rgY=
bxrda,推荐,"['总时数', '87.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 31  项产品,好好好,AoJ4oqaQm5sDfun4rgY=
yd951,推荐,"['总时数', '26.3', '小时']",,0,尚未有人觉得这篇评测有价值有 1 人觉得这篇评测很欢乐				0,0,帐户内拥有 53  项产品,免费获取的产品支付宝免费白嫖的，嘎嘎香，2060笔电也能70帧率游玩，值得推荐。,AoJ4oqaQm5sDfun4rgY=
小心我扎你,推荐,"['总时数', '74.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 8  项产品,欧克,AoJ4oqaQm5sDfun4rgY=
冷冻罗非鱼,推荐,"['总时数', '50.4', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,好 ,AoJ4oqaQm5sDfun4rgY=
389296475,推荐,"['总时数', '127.0', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,,是飞洒发的,AoJ4oqaQm5sDfun4rgY=
704600900,推荐,"['总时数', '300.9', '小时']",,0,尚未有人觉得这篇评测有价值				0,0,帐户内拥有 6  项产品,因为他给了我们永不放弃的精神,AoJ4oqaQm5sDfun4rgY=
星野,推荐,"['总时数', '44.9', '小时']",,0,有 2 人觉得这篇评测有价值				0,0,帐户内拥有 9  项产品,中国的第一款3a大作太完美了，虽然说并不是最好的游戏，但是也是一款值得称赞的游戏,AoJ4oqaQm5sDfun4rgY=
